Sample_Site,DATE,Sp,root_leaves,Plot_ID,Plot_num,Treatment,Tube#,Plot,code,1-Methyladenosine,1-Methylhistidine,2_3-Dihydroxybenzoate,2-hydroxyglutaric acid,3_4-Dihydroxyphenylacetate (DOPAC),3-Methylphenylacetic acid,4-Pyridoxate,Acetyllysine,Aconitate,Adenosine,ADP-glucose,AICAR,Alanine/Sarcosine,Allantoate,Allantoin,alpha-Ketoglutarate,aminocaproic acid,AMP/dGMP,Anthranilate,Arginine,Ascorbate,Asparagine,Aspartate,Citraconate,Citrate/isocitrate,Citrulline,Creatine,Creatinine,Cystathionine,Cysteine,Cytidine,Cytosine,dCDP,Deoxyadenosine,deoxycytidine,Deoxyuridine,Dimethylglycine,FAD,GDP,Glucosamine,Glutamine,Glutathione,Glycerate,Guanine,Guanosine,Histamine,Histidine,Histidinol,homocitrulline,Homoserine/Threonine,hydroxybutyrate,Hydroxyisocaproic acid,Hydroxyproline,Indole,Indole-3-carboxylate,Indoleacrylate,Jasmonate,Kynurenic acid,Lactate,L-Argininosuccinate,Leucine/Isoleucine,Lysine,Malate,Methionine,Methionine sulfoxide,myo-Inositol,N-Acetyl-beta-alanine,N-Acetylglutamate,NAD+,NADP+,Nicotinamide,Nicotinate,Ophthalmate,Ornithine,Orotate,Pantothenate,Phenylalanine,Phenyllactic acid,Phenylpropiolic acid,Phenylpyruvate,Phosphoenolpyruvate,pimelic acid,Prephenate,Proline,Pyridoxine,Pyroglutamic acid,Pyruvate,Quinolinate,Ribose phosphate,S-Adenosyl-L-methioninamine,Salicylate,Sedoheptoluse bisphosphate,Serine,Shikimate,S-Methyl-5--thioadenosine,S-Ribosyl-L-homocysteine,Succinate/Methylmalonate,Sucralose,Taurine,Thiamine,Thymidine,Thymine,Trehalose/Sucrose,Tryptophan,Tyrosine,Uracil,Uridine,UTP,Valine/betaine,Vanillin,Xanthine,Xanthurenic acid,Xylitol,xylose
RMBL,42583,ACLE,leaves,6,6,W,30,5,RMBL.ACLE.leaves.6.W,136849.8066,5373.705996,521477.853,9224625.725,2352.572534,26612.22437,96354.84526,638025.0484,93775783.37,183184.0426,242311.6054,100872.0503,519219.8259,33025.31915,71238.98453,27411.70213,22454013.54,22732.7853,2183.823985,857154.9323,793807.06,1389638.298,38048.34623,22964042.55,1407730174,26017.11799,0,113.0023211,0,0,889744.8743,16053.36557,0,1563.99323,40591.91489,18691.7118,802183.1721,11893.03675,0,28465.87041,9423969.052,3563.548356,18802234.04,865987.911,883461.6054,1212.233075,1170627.66,671.0781431,1000.381044,5208633.462,40038.89749,88126.33462,17190.78337,20304.19729,8301.753385,0,340194.1006,349940.5222,780957.6402,2917.814313,22417040.62,122350.8704,2486435203,774928.2398,259569.8259,24357756.29,377514.7002,358332.7853,1576.615087,0,1678.131528,8040.191489,5201.190522,81029.01354,63137.04062,1151244.681,3860336.557,125760.2515,0,832103.9652,4338.087041,1925.327853,52536.17021,3912553.191,1113592.843,1228318.182,6517880.077,6127.760155,460572.147,1091.960348,459470.793,12637727.27,3658788.201,1957970.019,39477.09865,8202.882012,5397812.379,0,7885.238878,0,4187.053191,18743.4236,12179410.06,2721349.13,4007013.54,57745.85106,3826910.058,0,1249901.354,769447.5822,39.54898453,13520.69632,978401.354,2361276.596
RMBL,42583,ACLE,leaves,7,7,C,31,7,RMBL.ACLE.leaves.7.C,49840.01949,3567.346979,720594.8343,252115.0097,4232.91423,6598.280702,179380.117,214661.0136,29998070.18,212935.8674,53303.4308,259953.1189,246363.5478,6465.849903,20454.49318,0,5194126.706,24847.66082,539.5989279,440175.1462,505190.5458,2412268.031,16142.08577,9153057.505,348261208.6,5971.532164,0,1187.895712,648.1730994,112.8957115,349284.4055,11266.99805,0,403.325731,33159.79532,37882.39766,357612.3782,8855.910331,0,41011.99805,2795417.154,91.49560429,14876452.24,192242.5926,309825.731,192.0849903,406994.152,2118.978558,1168.740741,1103617.934,226119.7856,41811.41326,19002.34893,4580.004873,1941.239766,0,285877.8752,586304.0936,1475226.121,5896.461014,5187372.32,161600.6823,1021191033,219877.0955,103383.8207,2847024.366,116720.1754,170129.5322,517.0848928,0,3297.672515,285584.8928,32984.5614,46546.80312,24748.75244,421653.8986,2099989.279,18499.02534,0,316743.2749,3811.474659,92131.57895,13732.68031,1126470.76,496381.0916,1368654.971,1697885.965,4201.272904,243938.1092,188.7480507,302324.3665,1321987.329,2044235.867,1369464.912,40995.24366,1275.692008,2218866.472,0,51889.48343,0,36705.4191,15880.54581,12458518.52,767590.0585,1486855.75,72136.31579,2031867.446,0,463242.6901,201393.6647,0,24516.20858,1012721.248,290762.4756
RMBL,42583,ACLE,leaves,8,8,W,32,7,RMBL.ACLE.leaves.8.W,46900.03766,7152.998117,329057.0621,1250139.36,3427.295669,8039.205273,395526.5537,1005970.81,80541186.44,333732.7684,253998.3992,86396.78908,347492.3729,1554.999058,68601.67608,4897.559322,8951774.953,21975.65913,484.2497175,327709.0395,290432.0151,688116.1959,2387929.379,21185555.56,404692372.9,12076.98682,0,197.592467,1325.351224,1783.52354,423268.0791,9280.323917,0,7351.374765,96879.56685,52507.72128,378805.1789,11006.26177,0,32464.3597,2739492.467,191.2315443,16079265.54,273367.5141,400718.3616,1514.513183,724318.8324,2065.601695,0,4814330.508,108036.5348,15981.22411,39966.46893,12821.13936,2214.495292,0,182972.7872,169305.9322,909481.1676,1510.161017,8941243.879,198475.8004,395148210.9,316640.9605,243467.5141,6364194.915,62194.49153,194562.806,207.6756121,0,634.433145,92759.25612,25739.31262,92971.10169,6711.052731,462705.6497,3697302.26,10642.52354,1693.608286,234319.1149,2826.064972,1786.327684,35176.00753,238348.3992,995171.3748,98982.10923,1379648.776,1604.938795,124733.0508,122.6744821,174621.3748,3200685.499,4340865.348,824218.8324,0,1908.794727,993813.5593,0,45768.06026,0,67440.67797,32218.04143,35097372.88,809209.4162,1783443.503,30813.05085,2896302.26,0,249607.8154,150661.7702,20.73097928,49033.17326,1338167.608,593411.7702
RMBL,42583,ACLE,leaves,9,9,C,33,9,RMBL.ACLE.leaves.9.C,44924.92248,3655.717054,942908.3333,135618.1202,6282.079457,8452.815891,218850.1938,243954.1667,33885959.3,188916.376,59297.34496,175964.7287,190892.345,126633.8178,22645.40698,0,4380998.062,16191.72481,17.48659884,465038.1783,250550.5814,2846814.922,11476.72481,10284874.03,313177325.6,4882.252907,0,68.88427326,1401.263566,158.2079457,375048.3527,11080.52326,0,623.4167636,49806.78295,23744.9031,277499.9031,6165.834302,0,30210.81395,3167344.961,159.0896318,13050620.16,189696.5116,366694.0891,1616.837209,1090843.023,5821.109496,832.7832364,1881363.372,141840.5039,9508.932171,24239.93217,8136.184109,5152.866279,0,236964.9225,223897.093,860582.1705,7477.687984,4373380.814,136717.345,804844670.5,191850.3876,85072.47093,2626435.078,84720.70736,120989.3411,148.0679264,0,2489.431202,250770.155,33885.23256,49341.64729,18056.68605,391246.4147,2615310.078,7608.418605,49.01975775,368618.7016,6430.75969,138063.1783,11408.86628,1138219.961,572064.2442,988206.3953,1299027.132,2705.744186,285571.9961,458.4164729,339655.0388,3628786.822,2335395.349,944430.9109,20393.34302,1572.411822,1688625,124.3036822,21990.68798,0,44006.93798,12923.92442,12912344.96,1693217.054,1490444.767,43727.66473,1745147.287,0,385410.2713,164097.1899,28.14013566,48874.54457,1558728.682,789656.0078
RMBL,42583,ACLE,leaves,10,1,W,34,9,RMBL.ACLE.leaves.1.W,42100.01944,5950.669582,244707.2886,44052.8863,7264.375121,3912.110787,253789.5044,648202.9155,68342691.93,678450.0486,289031.3897,100979.0087,275499.4169,4964.563654,58356.85131,1926.917396,6261552.964,5783.650146,591.8216715,256172.4976,348902.2352,491663.1681,2773813.411,20398785.23,286798639.5,19022.31293,0,44.76409135,0,1860.103984,564132.1672,12064.5481,0,3464.530612,61954.7036,13130.87464,301190.7677,5502.940719,0,19737.5413,1501920.311,0,14481253.64,212655.8795,494842.2741,0,110087.5607,841.481827,303.6809524,3227522.838,38398.5034,36339.28086,32162.40039,4611.517007,4540.332362,83.94167153,210665.3061,249218.0758,831488.7269,176.8060253,6253137.998,172531.001,394661613.2,258879.3975,140850.0486,2520107.872,57342.04082,134969.8737,0,0,1455.17104,2296.405248,14760.14577,53585.73372,8576.247813,357359.8639,2734620.019,101221.7687,2292.017493,179309.1351,2842.809524,6084.571429,24920.03887,204890.379,534115.7434,344965.9864,741058.4062,2104.20311,118188.4354,221.0376093,102639.0671,3238634.597,4292197.279,677203.9845,0,305.9174927,589558.7949,0,61487.71623,0,53068.16327,27072.43926,28442196.31,585115.0632,1491540.33,12321.34111,2500909.621,0,220564.9174,138962.585,23.61556851,29763.83868,390367.93,689705.8309
RMBL,42583,FETH,leaves,1,1,C,35,1,RMBL.FETH.leaves.1.C,33936.72179,291335.6031,1804883.268,64905.59339,4046.826848,16278.1323,108764.786,424272.3735,38881682.88,600956.0311,18876.53696,37470.42802,419674.4163,997.3521401,101653.1128,10600.19455,7048369.65,32636.61479,2164.125486,254138.5214,53315.33074,365717.8988,903851.9455,13491799.61,146212743.2,10067.49027,0,144.5913424,781.4763619,4138.095331,458650.8755,11809.48444,83.5379572,22154.70817,107660.7977,269802.821,593359.9222,21157.85992,0,20086.38132,1619928.016,883.3642023,5608042.802,478400.5837,299459.7276,5715.389105,1090766.537,1475.461089,698.072179,9779776.265,26373.77432,2256404.669,23681.04086,22887.65564,2122.248054,6307.856031,75265.03891,165574.5136,196572.0817,697.2503891,7039383.268,248160.7977,138466634.2,223912.1595,332233.6576,10939601.17,40648.73541,36328.98833,455.7939689,311.3284047,1058.152724,115323.5409,198282.1012,102154.2802,10166.08949,378816.1479,5103917.315,594996.6926,441.5172179,1256904.669,191.9464008,111898.249,11462.93774,2090826.848,190823.93,340003.6965,378129.1829,389.6040856,56063.01556,0,78643.10311,888144.8444,8620064.202,81325.09728,0,5376.211089,599982.1984,0,14913.1323,0,190564.2023,8100.105058,20533949.42,783800.6809,1909409.533,12526.44942,3368450.389,0,436610.3113,44719.0856,169.9154669,10676.01167,632881.7121,778544.0661
RMBL,42583,FETH,leaves,2,2,W,36,1,RMBL.FETH.leaves.2.W,36257.8098,215149.6638,1491864.553,98869.45245,3830.32757,14680.49952,42708.13641,335390.0096,44305052.83,808738.7128,29990.65322,24926.33045,153002.0173,8422.931796,65588.53026,10257.54083,6737809.798,20262.63208,729.2261287,185731.5082,51293.71758,348500.0961,11810.89337,14874851.1,169112968.3,10891.31604,0,25.8646878,0,4412.868396,608056.196,14614.15946,0,56371.42171,222222.3823,430392.3151,242345.8213,16167.5024,0,19799.42363,2636238.232,106.3306436,6207833.814,657106.8204,403222.1902,10244.6878,1478612.872,1080.414025,584.5084534,4754705.091,45557.40634,1673412.104,43671.62344,44930.9414,4357.04707,6140.000961,66068.14601,224964.3612,239239.7695,710.0111431,6727378.482,150913.4486,228051969.3,202692.6033,219290.2978,35234562.92,39102.39193,57766.91643,220.9423631,0,1883.068204,129619.8847,180473.1028,58995.40826,5269.826129,522107.6849,5482845.341,687686.7435,339.8879923,553805.7637,258.803074,44586.34006,14213.66955,1467140.25,75431.27762,294671.4697,282160.999,1068.945245,56737.3487,124.7683958,33836.62824,1131581.172,6224172.911,64213.91931,0,6749.646494,658513.1604,0,12710.91258,0,340016.8108,5308.694524,20977771.37,1672012.488,1749194.044,9719.173871,3539229.587,0,365690.4899,78453.73679,115.0884726,13730.3074,117013.3525,443479.1547
RMBL,42583,FETH,leaves,3,3,C,37,3,RMBL.FETH.leaves.3.C,36318.55741,135049.4603,2026014.72,56727.05594,3164.322866,6915.992149,62994.07262,536846.8106,43070363.1,645723.6506,16648.98921,41442.58096,264130.5201,4683.421001,113821.5898,4564.321884,6114708.538,14404.08243,2191.21001,294389.9902,41956.2316,948234.7399,970134.4455,15657222.77,138220117.8,11087.11482,0,35.84845927,3402.583906,2536.408243,735396.8597,16736.71246,0,55147.08538,399239.4504,430133.1698,428308.6359,14718.90088,0,11141.64868,4003863.592,117.7748773,7372157.998,611982.4338,474442.4926,2320.320903,1111967.615,920.5828263,296.6081452,7173006.869,52083.3366,1160269.872,56141.74681,22084.5633,3266.177625,3222.818449,145765.0638,162750.3435,422544.1609,463.6771344,6104206.084,249286.948,172452208,209605.2012,199809.1266,26748204.12,33696.67321,21616.22179,0,0,1416.778214,103272.7184,85887.04612,90679.10697,5610.504416,377618.2532,4951273.798,355469.578,367.1080471,253175.7605,228.8675172,109370.0687,9645.182532,1580107.949,38189.45044,244740.7262,410242.5908,627.6737978,71501.29539,0,67039.54858,665295.9764,5883492.64,51143.22866,0,7961.705594,610891.6585,0,25178.09617,0,345966.3395,6644.886163,5624859.666,909302.8459,2027691.855,19049.75466,3598801.766,0,540659.2738,100128.7537,2234.38371,11323.51325,539199.4112,474946.5162
RMBL,42583,FETH,leaves,4,4,W,38,3,RMBL.FETH.leaves.4.W,152146.0439,75390.90562,3621932.316,157827.6454,7142.688275,31421.76358,135753.1935,325893.613,245733365.1,169363.5844,16140.94376,35027.97903,380009.2469,2364.683508,41941.27741,39251.03908,12432650.14,39950.65777,178.3935176,149258.4366,223823.4509,467338.9895,29104.66158,48637645.38,1321773117,8118.393708,0,406.4981888,0,0,719708.9609,16610.51478,0,35120.40038,326163.2031,370173.4032,517861.4871,11673.49857,0,15214.94757,2684427.073,1618.862726,16943841.75,1343445.186,374525.4528,625.6129647,954419.4471,1326.735939,0,4661185.891,93295.88179,5962076.263,18619.29457,22844.39466,12939.99047,7323.678742,197587.4166,469813.5367,1279622.498,201.0606292,12413307.91,78916.81602,1623939943,446791.9924,126916.6826,68098522.4,174851.9542,120448.9037,224.3688275,4489.14204,6692.167779,1073616.778,7580.012393,14349.12297,80975.796,1081175.405,6516997.14,2256200.191,108.7104862,1111798.856,37337.22593,551592.469,50093.06006,3318396.568,156067.7788,186254.2421,5380529.075,5413.000953,364805.2431,0,267698.6654,3048300.286,3083876.072,233651.0963,19770.85796,4574.238322,6764372.736,0,11138.83699,0,92200.55291,8783.547188,11411868.45,3041263.108,3324806.482,28066.95901,4367779.79,0,1105540.515,516139.7521,93.23828408,5133.481411,2319658.723,3132895.138
RMBL,42583,FETH,leaves,5,5,C,39,5,RMBL.FETH.leaves.5.C,51255.49407,10308.73518,2201976.285,296255.2372,3479.128458,13760.5336,61482.94466,130298.6166,106664031.6,168436.2648,7549.751976,51355.05929,180246.0474,132.6408103,28443.81423,2057.038538,3659659.091,23715.99802,64.78754941,205694.4664,98698.74506,522389.7233,24423.41897,26907233.2,427391600.8,15235.6917,81.10241107,967.7531621,132.2806324,0,369738.5375,11766.00791,0,39952.35178,284502.7668,617577.1739,209702.8656,7791.867589,0,11462.16403,2058094.862,0,11770770.75,409068.2806,279607.7075,603.1454545,569221.3439,3971.329051,819.8357708,3168727.273,105472.9249,1993140.316,26462.68775,6014.866601,2239.155138,1194.071146,152934.4862,319018.2806,2370321.146,48.32118577,3653315.217,118403.1621,504907806.3,126466.502,83172.80632,17999081.03,57948.37945,39383.63636,114.43083,2042.764822,10058.05336,294663.2411,41960.71146,21535.88933,21460.54348,298759.585,2278438.735,262401.7787,97.51927866,358106.2253,7381.486166,137245.3557,4317.972332,1976939.723,121622.7273,424802.3715,469005.7312,2437.085968,174920.3557,2548.017787,152801.6798,1273750,1743872.53,164594.0711,9685.332016,1914.312253,3067384.387,134.8672925,22347.73715,0,470447.5296,2400.461462,8043795.455,1004926.877,895155.0395,15860.14822,2113620.553,0,403275.5929,149309.3874,0,18173.81423,1462763.834,1556261.858
RMBL,42583,FETH,leaves,6,6,W,40,5,RMBL.FETH.leaves.6.W,48381.26679,121726.0077,3201190.979,162031.094,8077.679463,8514.414587,96735.98848,401821.3052,73767629.56,868125.3359,8506.809981,43030.42226,378932.8215,2389.03167,100300.7678,17917.33205,7496859.885,54751.51631,1474.635317,383644.7217,58598.33973,888033.7812,2038796.545,22251074.86,319291938.6,19970,0,45.65305182,1758.481766,2502.430902,654231.6699,14430.35509,0,42939.90403,293245.0096,275907.5816,497941.7466,10934.39539,0,12623.09021,3727786.948,1428.84453,8419586.372,617769.0979,571113.2438,2588.176583,1292297.505,4854.577735,736.8595969,7385957.774,37396.32438,2141580.614,52903.56046,30569.40499,5941.167946,8266.566219,102558.5413,404573.1286,784665.4511,374.3432821,7484210.173,252834.261,286907773.5,250492.0345,319520.2495,32019357.01,68340.19194,29110.80614,170.478215,0,5217.180422,186216.1228,345892.6104,96783.30134,26663.69482,361617.4664,4685154.511,1065957.774,683.990499,368395.3935,2629.824376,155448.4645,18665.36468,2160173.704,120276.9674,344799.904,1368943.378,3180.022073,137450.8637,427.2266795,164673.9923,1087857.006,5306176.583,118450.2879,0,8974.109405,1623742.802,0,52665.52783,0,114844.1459,4804.333973,18656593.09,1870078.695,2074139.155,31790.3071,4205778.311,0,452957.1017,92867.98464,26.16803263,4791.852207,661479.2706,417334.1651
RMBL,42583,FETH,leaves,7,7,C,41,7,RMBL.FETH.leaves.7.C,28219.375,5764.511538,2534106.731,98895.38462,5866.580769,4015.343269,37945.11538,246833.6538,121595000,597029.4231,11432.19231,70941.77885,284708.6538,4439.366346,30862.71154,2388.064423,3276688.462,17249.42308,622.1121154,193318.4615,53259.13462,333381.8269,1014394.231,28262961.54,493647500,15671.00962,63.05683654,187.2795192,0,1626.500962,499374.6154,10796.54808,0,60495.73077,466040.8654,371675.1923,446996.4423,9996.336538,0,6380.667308,860199.9038,560.5967308,9691192.308,371735.7692,509600.0962,29.23108654,90003.34615,924.4558654,0,4647989.423,60065.11538,1992316.346,13610.81731,1700.349038,1853.357692,8911.686538,101521.4423,263497.1154,1146701.923,45.09424038,3269554.808,173695.0962,279387788.5,131332.2115,135764.8077,15303932.69,32891.01923,28365.78846,206.6881731,3718.774038,4086.846154,162788.5577,23186.125,41085.94231,11662.65385,617813.5577,2187128.846,507738.9423,537.4423077,1940681.731,3218.999038,273919.5192,3612.9375,174522.9808,18739.13462,367505.7692,1006569.231,988.45,135470.6731,81.01352885,85555.44231,995813.4615,3371567.308,62640.50962,0,1297.774038,1086125,0,12719.76923,0,423033.3654,3792.708654,9819413.462,248161.1538,982825.9615,2459.325962,2686564.423,0,313735.5769,21677.29808,23.31923077,6854.510577,1250422.115,400401.0577
RMBL,42583,FETH,leaves,8,8,W,42,7,RMBL.FETH.leaves.8.W,27654.63068,76607.12121,2089888.258,39068.70265,1521.706439,6158.427083,47950.5303,314113.6364,72200965.91,757714.2045,10329.20455,57567.04545,259316.3826,238.3644886,67307.80303,6687.070076,3332454.545,34054.61174,9766.846591,130014.0152,30456.12689,249739.7727,499370.4545,20363068.18,218651893.9,13400.45455,0,57.33601326,442.2992424,3214.13447,490598.8636,12801.26894,0,20489.34659,198217.3295,123275.947,440759.6591,18344.50758,0,9457.110795,1668234.848,86.5440625,10579810.61,239411.9318,475036.2689,2567.138258,454015.0568,3308.674242,190.0644886,4781093.75,36747.12121,1417161.932,20290.82386,8839.751894,1223.595644,6038.730114,117525.947,119060.0379,197569.697,171.7277462,3325909.091,169582.9545,174604924.2,106206.6288,137596.5909,17201657.2,16169.48864,25425.5303,355.2881629,822.2346591,691.0638258,72263.82576,83674.56439,47100.73864,9427.767045,501082.9545,2651933.712,447434.5644,514.3279356,1438154.356,39.61757576,40663.95833,3572.316288,164180.2083,74152.32955,150283.5227,209139.5833,274.3489583,62522.70833,31.40556818,46226.39205,515139.2992,2954272.727,47615.58712,0,695.9745265,406204.9242,0,8189.248106,0,53985.71023,3207.804924,12397301.14,284164.9621,1310898.674,6814.074811,2346225.379,0,230864.8674,7795.061553,0,11524.94318,453977.7462,621247.4432
RMBL,42583,FETH,leaves,9,9,C,43,9,RMBL.FETH.leaves.9.C,18120.23764,7701.769962,2122421.103,216819.2015,171.3614068,5360.253802,83788.63118,63915.70342,45036264.26,79726.673,515.444962,90615.5038,66429.84791,3191.530418,3620.197719,0,1207077.947,10383.47909,136.214924,74333.34601,21454.61977,106847.0532,1598576.046,10700570.34,156750950.6,4626.775665,37.86853612,164.5438213,0,0,143368.7262,3532.821293,0,2238.847909,37913.88783,35030.05703,140913.4981,2483.526616,0,20409.74335,444304.1825,0,7276581.749,112670.3422,114827.4715,0,87577.35741,2382.509506,93.20271863,972643.5361,95903.04183,1284807.985,5139.20057,0,4185.403042,507.8093156,129357.4144,17410.11407,824093.6312,0,1204915.399,59635.05703,601240399.2,40666.14068,21525.03802,3614704.373,17891.37833,10938.29848,103.2208175,745.6254753,4334.544677,167941.0646,13933.89734,4876.547529,6924.901141,196183.0798,692517.3004,101601.2357,0,184296.4829,5374.307985,64948.68821,84.9115019,104634.2205,0,144181.2738,611536.2167,2275.611217,147024.4297,308.4015209,155089.5437,272470.9125,615871.9582,47455.00951,25438.28897,455.8020913,1030097.909,0,6045.568441,0,22644.3251,1172.390684,2435680.608,78111.98669,387487.4525,4492.070342,758796.673,0,202339.4487,47010.1616,0,14348.91635,753776.8061,612300.7605
RMBL,42583,FETH,leaves,10,1,W,44,9,RMBL.FETH.leaves.1.W,40083.51377,64951.30104,2070619.183,158859.5442,3363.669516,11209.94302,108963.7227,96330.48433,83601889.84,180031.2441,1019.549858,46373.36182,154299.1453,6640.424501,25606.87559,0,2016280.152,43669.17379,835.68585,159693.2574,70553.7227,611175.4036,2149211.776,20500541.31,372014434.9,6375.328585,0,382.3017094,579.1445394,97.92203229,209128.2051,7140.947768,0,9536.334283,100701.4245,136627.5404,300689.6486,7387.111111,73.98128205,11484.42545,1365264.957,291.8196581,14576039.89,187704.9383,244325.5461,26.95394112,275267.3314,2029.723647,144.4887939,2059054.131,80614.5679,1151302.944,14596.8661,3452.185185,10258.76543,2214.331434,136899.2403,366475.0237,2528071.225,261.0452042,2013007.597,87467.61633,773028205.1,90101.1396,35195.29915,13125375.12,52759.05033,11432.70655,249.1924027,594.3253561,11520.70275,326501.8993,66552.36467,18085.22317,23568.74644,435674.8338,1703888.889,293390.6933,0,282362.773,7488.261159,188718.3286,3249.5717,660583.0009,32441.90883,338791.6429,1452219.373,1954.779677,180224.6914,0,177675.3086,808539.981,1773096.866,170178.6325,16281.65242,533.3203229,1940182.336,278.617189,37123.51377,0,124661.1586,1526.222222,7696298.196,678765.2422,703879.0123,15675.89744,1544648.623,0,233843.1149,48220.52232,25.94048433,7186.992403,1661887.939,1173080.722
RMBL,42583,POPR,leaves,3,3,C,47,3,RMBL.POPR.leaves.3.C,161860.6119,138287.0937,889822.8489,9269444.551,1549.847036,259007.0746,132030.9751,234855.6405,42938154.88,239323.9006,3294.612811,125972.0841,319584.8948,1380.891969,70227.96367,9560.860421,13581797.32,73756.826,16492.08413,133174.1874,81652.83939,539657.0746,21552.23709,10833374.76,925203919.7,11435.26769,0,251.6102294,0,0,937025.4302,20827.12237,54490.40153,2856.141491,51247.3805,78264.9522,1561596.558,10517.63862,0,54492.86807,915349.9044,17624.22562,31078900.57,1780880.497,537600.478,1706.68738,1044870.937,314.8688337,0,6854696.941,193947.2275,6305.323136,62366.15679,15785.89866,265.7960803,0,200109.0822,5266.370937,769826.7686,426.7533461,13567791.59,208676.673,1539710325,690744.2639,52252.79159,23170717.02,401073.9962,64601.55832,417.4223709,0,1056.417782,3211252.39,45492.3327,10011.26195,121010.325,1003797.323,4770869.025,35470.57361,0,1834742.83,4759.07457,146215.2964,51643.55641,4771286.807,2420166.348,354247.4187,13843451.24,1661.558317,506465.6788,243.4418738,1622664.436,108.4288719,2896726.577,1349291.587,68305.99426,209.5526769,13772074.57,0,7093.181644,0,49355.86998,6298.724665,14780592.73,1971761.95,2493610.899,181402.0076,4384097.514,0,673167.0172,220767.304,0,43936.64436,961317.3996,2246013.384
RMBL,42583,POPR,leaves,4,4,W,48,3,RMBL.POPR.leaves.4.W,38765.02406,207106.0635,275784.3118,1583967.276,2894.397498,14043.44562,227879.7883,333027.719,15647343.6,476045.4283,870774.6872,74064.23484,280488.3542,5505.851781,107530.0289,22628.95091,6147076.997,14744.36959,99224.63908,144800.9625,34831.22233,564514.437,576805.6785,6717066.41,161688257.9,15993.07026,0,335.0239654,1467.47257,1043.45717,313974.6872,8673.052936,15176.12127,4923.474495,39007.18961,60030.49086,536281.8094,11744.00385,0,70074.92782,1864553.417,114.258999,6201684.312,404436.9586,176535.5149,3660.27719,720729.9326,1540.823869,325.4418672,6878813.282,34528.41193,352424.2541,80236.49663,19852.92589,1341.87873,5911.60154,115370.9336,32706.38114,367360.2502,354.0714148,6140017.324,97874.87969,154257844.1,188005.1011,177753.4167,9317210.78,41309.40327,28454.97594,100.4692974,0,109.4152069,148158.3253,15232.66603,50298.7488,8130.076035,229604.1386,3495817.132,340677.5746,576.8041386,209451.8768,46.67296439,190672.7623,39199.47064,3078739.172,478695.9577,298292.3965,1219230.991,1070.216554,46053.81136,0,130913.9557,242848.9894,3432215.592,316172.666,0,309.4973051,1303899.904,0,79364.21559,0,28809.76901,6017.056785,39490885.47,755144.1771,802869.3936,98147.73821,1995237.729,0,224045.9095,43264.58133,83.84141482,16059.72089,565630.7988,847623.0029
RMBL,42583,POPR,leaves,5,5,C,49,5,RMBL.POPR.leaves.5.C,46198.03693,89662.33236,134101.6521,797111.5646,749.9717201,20115.91837,258212.9252,52985.65598,5853742.468,120036.346,3186.234208,42363.14869,117255.8795,9156.699708,23480.06803,38.72791059,2068508.26,11469.69874,23667.49271,131444.4121,14031.37026,285874.6356,566299.4169,2236135.083,170052186.6,9642.483965,0,1086.93586,526.5381924,0,229788.5326,5890.96793,16058.36735,642.0750243,27750.65112,33332.34208,453596.4043,4175.206025,0,24846.20991,460257.4344,216.651312,6552781.341,230529.4461,77876.05442,973.2244898,745050.826,444.506414,64.44682216,2477602.527,111987.172,9294.150632,31759.65986,5330.45481,0,0,117092.1283,7421.648202,1612913.508,2791.753158,2066172.983,62378.85326,331825170.1,103640.5248,28417.87172,6705162.293,44524.37318,14424.31487,79.56269193,0,187.5198251,402987.3664,7397.780369,14021.53547,16836.94849,89334.53839,1052522.838,12639.3586,0,90213.92614,2900.210884,117843.0515,15079.48494,2765135.083,268072.6919,246397.2789,4192120.505,3024.11759,138232.07,1079.45481,127498.8338,1102.142857,1302512.148,802225.9475,93622.95432,0,2160407.191,525.7770651,53976.793,0,24234.98542,1703.403304,11550689.99,908597.3761,301078.4257,45392.73081,981538.3868,0,250634.7911,19961.37026,0,7386.214772,584927.5996,640651.6035
RMBL,42583,POPR,leaves,6,6,W,50,5,RMBL.POPR.leaves.6.W,34186.23596,212249.9064,190244.5693,1145224.719,1509.426966,13946.35768,203696.5356,252453.839,9737584.27,724062.8277,636922.0037,64619.90637,183081.8352,337.0916667,103795.6929,24256.82584,5123804.307,26429.86891,46749.24157,99551.87266,19227.93071,300829.3071,2930.073034,3685542.135,81955262.17,15141.49813,0,54.15903558,46.49272472,705.2824906,352685.8614,7812.88015,12746.87266,6175.705993,57712.34082,64766.28277,485110.6742,14020.24345,0,57286.20787,1750595.506,1236.394195,10828014.98,317734.176,160808.7079,5182.882959,953033.7079,258.0181648,299.5411985,8304068.352,37761.28277,267657.7715,75868.46442,19243.70787,508.6815543,6271.475655,187871.9101,67056.10487,196421.7228,215.0086142,5117532.772,111458.8015,127609456.9,213951.779,100034.2697,28198436.33,35563.77341,23269.52247,141.1976592,0,117.0473783,115546.161,27844.76592,33509.70037,12769.59738,197983.6142,3384938.202,388721.5356,432.9822097,114609.9251,0,45369.25094,42054.10112,1787652.622,949088.9513,229799.3446,809737.6404,606.4589888,35740.69288,0,204841.0112,338905.0562,3746201.311,220206.367,0,104.9932584,964456.9288,0,20581.4794,0,64561.34831,6449.10206,38962453.18,772598.6891,673268.7266,26878.76404,1997884.831,0,144795.5993,19752.76217,14.60229401,24341.46067,183489.6067,817823.0337
