Sample_Site,DATE,Sp,root_leaves,Plot_ID,Plot_num,Treatment,Tube#,Plot,code,1-Methyladenosine,1-Methylhistidine,2_3-Dihydroxybenzoate,2-hydroxyglutaric acid,3_4-Dihydroxyphenylacetate (DOPAC),3-Methylphenylacetic acid,4-Pyridoxate,Acetyllysine,Aconitate,Adenosine,ADP-glucose,AICAR,Alanine/Sarcosine,Allantoate,Allantoin,alpha-Ketoglutarate,aminocaproic acid,AMP/dGMP,Anthranilate,Arginine,Ascorbate,Asparagine,Aspartate,Citraconate,Citrate/isocitrate,Citrulline,Creatine,Creatinine,Cystathionine,Cysteine,Cytidine,Cytosine,dCDP,Deoxyadenosine,deoxycytidine,Deoxyuridine,Dimethylglycine,FAD,GDP,Glucosamine,Glutamine,Glutathione,Glycerate,Guanine,Guanosine,Histamine,Histidine,Histidinol,homocitrulline,Homoserine/Threonine,hydroxybutyrate,Hydroxyisocaproic acid,Hydroxyproline,Indole,Indole-3-carboxylate,Indoleacrylate,Jasmonate,Kynurenic acid,Lactate,L-Argininosuccinate,Leucine/Isoleucine,Lysine,Malate,Methionine,Methionine sulfoxide,myo-Inositol,N-Acetyl-beta-alanine,N-Acetylglutamate,NAD+,NADP+,Nicotinamide,Nicotinate,Ophthalmate,Ornithine,Orotate,Pantothenate,Phenylalanine,Phenyllactic acid,Phenylpropiolic acid,Phenylpyruvate,Phosphoenolpyruvate,pimelic acid,Prephenate,Proline,Pyridoxine,Pyroglutamic acid,Pyruvate,Quinolinate,Ribose phosphate,S-Adenosyl-L-methioninamine,Salicylate,Sedoheptoluse bisphosphate,Serine,Shikimate,S-Methyl-5--thioadenosine,S-Ribosyl-L-homocysteine,Succinate/Methylmalonate,Sucralose,Taurine,Thiamine,Thymidine,Thymine,Trehalose/Sucrose,Tryptophan,Tyrosine,Uracil,Uridine,UTP,Valine/betaine,Vanillin,Xanthine,Xanthurenic acid,Xylitol,xylose
Kessler,42552,SCSC,leaves,6C,6,C,11,6,Kessler.SCSC.leaves.6.C,127274.2239,28413.52775,30101411.1,11690.1317,18337.6952,15859.32267,1413907.808,203384.666,906857572.9,169961.0536,0,88963.38664,442435.2775,83.89714958,51987.6952,7777.162747,6085772.342,837.3472248,209.8822201,82544.20508,18810.44214,443146.8485,17560.81844,964293508.9,28686425.21,2176.801505,0,98.32681091,0,0,550219.3791,11923.93227,0,11890.28222,136046.3782,18455.78551,217119.7554,890.6208843,1691.06397,9788.381938,1071136.406,139.816651,9123572.907,14138.64534,482168.8617,0,393618.1562,440.3776105,672.6566322,1358498.589,87461.22295,21809.37912,14602.3048,16452.98213,56.66801505,0,144166.2277,19877.4318,378074.6943,0,6079276.576,41553.52775,296040357.5,136274.9765,94604.6096,33407036.69,70691.23236,12240.67733,0,1440.118532,63.82838194,9165.645343,0,8991.106303,294531.7968,1840705.55,2327799.624,28856.46284,0,2040380.056,0,115.1227658,48014.21449,70228.43838,519227.3754,189833.2079,11907290.69,13481.62747,310331.2324,0,8153786.453,0,504602.0696,137751.5522,1137.672625,462.293603,5998499.53,0,139721.825,0,56262.93509,3699.052681,8285287.865,2141064.911,1717543.744,50132.79398,2433355.597,0,538655.0329,437233.6783,0,142514.7695,2420280.339,1809643.462
Kessler,42552,SCSC,leaves,6W,6,W,12,6,Kessler.SCSC.leaves.6.W,25453.99061,59340.14085,3684119.249,12326.3662,44823.07981,2046.024413,1706425.352,172375.3991,77441962.44,330554.2723,481.5231925,62799.3615,302650.3286,309.5979343,55780.59155,4456.476995,2659293.897,0,188.7870423,32496.723,21924.82629,271544.6948,165232.8638,203192957.7,14479830.99,12805.52113,0,122.1070423,0,0,255773.8028,6264.502347,0,8735.059155,83436.723,8666.843192,92067.99061,2114.700469,5472.955869,8518.02723,1568319.249,0,7698322.066,5151.324883,343853.9906,130.8723005,235070.892,164.857277,108.8798122,1787046.009,42291.31455,9293.219718,29742,12227.62441,349.5717371,4421.17277,48313.44601,5722.39061,821002.6291,0,2656134.272,28546.76056,40279605.63,87986.25352,127529.2019,36679098.59,13324.94836,2469.396244,0,208.9331455,0,3397.479812,244.6222535,6516.615962,22405.30516,2084303.286,1750414.085,27254.66667,279.6720188,623544.1315,0,71.46900469,46355.53052,45578.40376,188128.3568,460777.6526,2742722.066,614.7914554,79721.34272,0,1113569.953,0,903188.3568,82999.70892,0,58.19950235,592244.6948,0,9034.800939,0,72639.66197,6668.724883,28720197.18,702261.784,925089.108,8897.058216,2201179.343,0,164732.77,64874.02817,16.92748357,40696.52582,335873.4272,630202.3474
Kessler,42552,SONU,leaves,1W,1,W,13,1,Kessler.SONU.leaves.1.W,24546.62011,225613.594,3910491.62,8036584.73,192729.7952,2487.27095,142786.4991,224095.8101,21080726.26,360279.9814,1883.073557,97072.90503,621092.5512,2794.485102,71781.4432,469381.4711,4279394.786,1208.882682,4613.476723,99765.64246,20457.74674,25137802.61,386095.1583,8282705.773,301058566.1,44033.25885,0,46.63852886,0,0,310162.4767,7420.435754,0,38757.35568,210901.5829,109697.2067,61099.0689,1394.200186,6290.976723,20602.77467,3949922.719,0,2598038.175,8228.44879,464014.3389,14336.38734,2561175.978,1456.97486,333.467784,4304230.912,40608.63128,46833.3892,33263.33333,55058.97579,344.7176909,678.7013035,48039.18063,37121.40596,2609469.274,3171.496276,4274207.635,48333.93855,149478026.1,86251.63873,235729.9814,37972486.03,18448.61266,15830.46555,0,3039.625698,25.2991527,2377.367784,1995.889199,29254.72067,13819.03166,399834.4507,6220893.855,59653.07263,1819.659218,2598749.534,0,41668.26816,6716.555866,96527.83985,108891.1546,268324.3017,328470.298,390.6197393,60310.26071,194.3892924,458689.851,755758.1006,2230993.482,220107.2626,0,1314.892924,830035.4749,0,14592.11359,0,129295.7169,7327.471136,18620707.64,2592823.091,2353861.266,17011.06145,1378614.525,0,316249.5345,311417.784,0,40223.35196,2275939.479,354288.175
Kessler,42552,SONU,leaves,1C,1,C,14,1,Kessler.SONU.leaves.1.C,21436.80648,10162.09724,3693559.581,22369046.71,9392.219256,11262.24023,135566.0629,84496.93994,13923450.91,90918.16015,211.6853194,378870.6387,273212.3928,1149.845567,41709.61868,3974107.722,1113804.576,9934.070543,363.6741659,55581.17255,3866.632031,276806.1964,530260.9152,5574420.4,528293327,28830.03813,37.45196378,247.7145853,0,0,102610.3908,2795.121068,0,1118.803622,31507.63584,31315.47188,27530.84843,1631.698761,16813.45091,5328.553861,691058.7226,0,5880488.084,1748.42898,169834.8904,0,54744.80458,3129.331745,396.370734,794606.101,119767.5882,21507.39752,6247.354623,0,0,51.57883699,140966.1582,18415.86273,1453286.94,0,1111274.547,31435.50048,514323069.6,36135.98665,34584.53765,10172469.02,29917.42612,3963.403241,118.5696854,2268.816969,0,109734.5091,773.6246902,5741.746425,37177.08294,433489.7998,843493.4223,104300.858,0,441719.4471,0,76856.86368,6535.046711,39600.28599,46363.42231,237210.7722,521438.7035,5009.64347,228749.285,0,978938.9895,713779.7903,399051.6683,378563.2031,35723.84175,0,2494295.52,0,5428.343184,0,23086.98761,4345.125834,10306482.36,251857.388,420416.4919,10363.26978,1280113.441,0,127502.3832,341712.2974,0,13619.80934,2007640.61,707662.7264
Kessler,42552,SONU,leaves,2C,2,C,15,2,Kessler.SONU.leaves.2.C,21521.12856,26034.95584,4609107.949,3039764.475,10059.55839,5414.650638,176024.2395,422218.5476,20184406.28,338958.4887,251.7435721,197924.7301,506687.0461,326.3489696,75989.22473,1191561.335,4239336.605,15055.7213,1141.249264,71818.6261,12813.29735,384978.6065,417901.3739,9217979.392,275841020.6,28780.76546,0,128.2382728,0,0,248252.1099,5794.169774,0,4026.099117,50475.23062,37544.46516,56033.05201,3196.367026,5455.405299,10056.33955,1170288.518,0,11825377.82,4223.820412,532884.2983,126.5190383,269212.4632,2090.508342,65.95940137,2278156.035,88851.97252,77982.71835,32766.79097,8765.758587,162.2606477,5950.048086,71826.00589,6330.90579,4247337.586,44.00285574,4233566.241,39156.03533,199726594.7,163072.5221,139457.8999,48536938.17,73923.23847,6814.442591,699.2466143,432.5959764,36.45890088,3380.640824,188.8080471,17128.03729,24310.99117,1603888.126,1610731.109,189320.4122,147.9541708,1511927.38,0,1085.118744,10537.8999,39178.82237,123644.8479,276316.1923,466202.9441,414.8305201,101961.5309,440.9900883,503278.1158,633073.896,1086712.463,253907.8508,0,74.09722277,1195811.58,0,5609.843965,0,45638.64573,21786.6634,32301030.42,535833.9549,776398.8224,12728.263,2710603.533,0,180228.7537,204301.8646,19.02754661,17738.12561,1817813.543,484104.4161
Kessler,42552,SONU,leaves,2W,2,W,16,2,Kessler.SONU.leaves.2.W,15571.23606,90601.36617,2568052.045,5356803.903,5653.877323,3592.583643,56675.91078,181671.0967,11313197.03,370474.4424,100.101487,112717.1933,581662.3606,442.620539,84323.671,413980.4833,2183368.03,15243.33643,413.954461,70542.19331,3733.97026,1197332.714,225226.487,5016677.509,106069145,32024.62825,0,141.7600372,67.29246283,59.43039963,221087.4535,6221.263011,0,4978.557621,42503.27138,53268.02974,38049.98141,2078.67658,12586.0316,5458.065056,2796305.762,0,4306971.19,6898.405204,365349.4424,1689.569703,342582.1561,8493.627323,530.7495353,2350435.874,30417.11896,19750.52045,26816.69145,8804.758364,51.58067844,53.84669145,50153.95911,11631.54275,2522723.048,60.32726766,2180786.245,70061.62639,74000185.87,85495.13941,133612.8253,16260446.1,9958.503717,565.6786245,0,0,0,1436.464684,1909.248141,27049.25651,11517.95539,293588.29,1240590.149,15817.25836,73.27572491,1004407.063,0,3926.788104,7500.395911,86277.32342,74443.73606,301678.9963,287207.8996,80.81098513,34613.24349,86.95025093,249351.7658,410719.6097,1427759.294,115436.803,0,79.57354089,379040.0558,0,7977.850372,0,67567.04461,6734.643123,37006096.65,310480.1115,622401.2082,11759.01487,1861185.874,0,96908.45725,101755.0186,0,12414.51673,580209.5725,170458.2714
Kessler,42552,SONU,leaves,3C,3,C,17,3,Kessler.SONU.leaves.3.C,15486.39692,8595.049133,7358661.85,22201965.32,5781.060694,3833.390173,123131.7919,89939.93256,13637697.5,80777.89981,0,386819.2678,295266.9557,684.1080925,21836.85934,2764844.894,1449928.709,4194.438343,467.8571291,60297.61079,10164.77842,96533.52601,769404.6243,8171159.923,358915125.2,19821.52216,0,367.8709056,0,0,116032.1773,3178.306358,0,1262.366089,29158.60308,18202.01349,24989.33526,1312.018304,22695.15414,8704.485549,506071.6763,0,7916744.701,2268.631021,204315.5106,0,93860.95376,2418.013487,208.8558767,276728.131,41945.33719,27550.93449,5482.516378,0,115.3965318,43.81211946,125487.3796,24122.98651,4117637.765,34.70149326,1447155.106,38140.40462,564432466.3,50940.10597,35186.72447,8344000.963,33133.55491,1653.343931,124.4526975,1910.541426,29.05919075,102953.1792,971.4315992,5063.639692,50349.13295,223149.5183,672946.2428,36237.31214,0,450587.8613,0,17791.04046,8884.72158,47955.01927,37314.38343,267576.1079,2391626.204,2024.578035,188628.131,204.0162813,770162.5241,578771.9653,314556.6474,527305.7803,59763.15992,0,1705070.328,0,4310.828516,0,30644.12331,2656.257225,13886252.41,259802.9865,351084.2004,8685.071291,1204178.227,0,125791.6185,322596.1464,0,32338.39114,1574363.198,404715.5106
Kessler,42552,SONU,leaves,3W,3,W,18,3,Kessler.SONU.leaves.3.W,29638.93345,145744.8496,5478687.329,8542792.16,4985.195989,2915.356427,90167.37466,214404.4667,11833345.49,450204.0109,1446.694622,107092.7985,457035.1869,242.3827712,116043.5734,1210006.381,2740167.73,4057.883318,724.9679125,56399.94531,36728.60529,1217556.062,410061.9872,5427630.811,275947402,37892.32452,0,79.38635369,0,135.7432088,238868.9152,5271.262534,0,13215.30538,89100.14585,54689.28897,43113.38195,1088.552416,3824.242479,20067.89426,1134785.779,0,8989314.494,656.0137648,379859.8906,0,38569.60802,346.3708295,62.12097539,2477915.223,79087.08295,48952.94439,32453.15406,5338.355515,74.31977211,7575.051048,45219.52598,22985.74294,2114597.995,111.0105743,2736823.154,44354.43026,361851321.8,78401.54968,98010.02735,17771212.4,26767.47493,4168.815861,0,8167.8268,0,4623.008204,388.8006381,12250.42844,17823.93801,306997.4476,895116.6819,167780.5834,261.6725615,3735917.046,70.01928897,2707.830447,12460.2917,37767.06472,123208.0219,307831.4494,949891.5223,1009.061076,142071.4676,428.0902461,234444.3938,899666.3628,1218613.491,244378.1222,0,72.20321787,755723.5187,0,15924.65816,0,92918.77849,12601.32179,32388003.65,522109.6627,521036.0985,7877.272562,1915282.589,0,132333.0902,360957.247,19.82989973,65477.86691,1159361.896,635795.8067
Kessler,42552,SONU,leaves,4C,4,C,19,4,Kessler.SONU.leaves.4.C,16928.85338,43705.45113,3342578.008,8701914.474,2898.870301,2161.398496,83926.04323,266564.2857,10084154.14,510482.8947,0,239020.3947,697439.5677,675.8679511,62857.85714,825319.0789,2926673.872,3669.408835,1558.043233,99062.40602,7412.273496,687715.8835,617248.8722,3084552.632,100998214.3,60613.85338,0,27.13580827,359.1791353,0,235742.7632,6000.796053,0,13129.01316,112226.1278,119579.9812,46803.38346,2972.322368,16078.08271,12112.85714,2486016.917,0,7515666.353,6511.493421,375574.0602,627.6409774,251212.8759,7453.726504,723.7848684,2556116.541,21348.97556,31363.03571,33508.38346,1800.693609,212.3503759,75.64919173,65413.31767,18206.25,808710.6203,220.2244361,2923311.09,79552.5282,98503665.41,105193.703,200973.4023,19633270.68,25178.7218,6062.81485,0,2476.274436,26.15830827,27071.80451,932.5988722,25283.64662,15606.80451,459192.3872,1289976.504,2802.161654,59.53521617,1550844.925,0,23862.70677,2051.467105,205194.1729,38768.86278,234201.0338,437160.4323,403.4639098,68772.88534,278.1078947,307992.0113,367617.0113,1059468.985,108031.5789,0,2003.342105,607155.6391,0,3467.955827,0,140028.1955,8554.322368,13478703.01,146603.4774,595943.1391,12838.59023,2092245.301,0,242169.3609,68608.31767,0,9460.798872,700914.7556,369701.6917
Kessler,42552,SONU,leaves,4W,4,W,20,4,Kessler.SONU.leaves.4.W,47716.3327,39444.66919,5680767.486,38440340.26,2806.384688,15877.3535,226288.7524,194280.7183,22109470.7,101869.7543,78.67596408,303758.4121,555380.7183,3226.200378,45123.64839,11019914.93,4339049.149,5209.794896,155.0092628,59004.91493,17944.93384,179348.2042,42830.85066,6156561.437,675998676.7,4272.606805,0,97.1657845,0,0,188315.5955,4665.236295,0,1447.722117,42472.26843,24300.83176,32556.3327,891.7379017,11004.31947,16845.69943,1008704.159,0,8850650.284,16080.60491,429356.1437,0,230490.8318,4472.454631,684.9627599,1308795.841,52035.07561,44454.03592,7078.048204,4280.301512,128.9150284,957.5661626,161366.6352,16695.67108,5083635.161,88.22152174,4333762.76,49153.6673,1349190926,152203.7807,49517.56144,19796153.12,66479.52741,14212.32514,0,7094.962193,74.65256144,9219.203214,68.14349716,5178.808129,92101.73913,990970.6994,1601743.856,204132.3251,0,1234782.609,0,68179.27221,19521.49338,71084.80151,141588.9414,252448.3932,6648275.992,3331.566163,303450.8507,1147.271267,873418.3365,1616831.758,462384.4045,506489.3195,34635.31191,0,5954179.584,0,2265.776938,0,59763.36484,6630.645558,14055264.65,1016086.011,1020625.709,28962.70321,1946296.786,0,186513.2325,909488.8469,0,22763.72401,4405131.38,1030164.461
Kessler,42552,SONU,leaves,5C,5,C,21,5,Kessler.SONU.leaves.5.C,17488.43661,7186.297426,4226389.895,13978722.59,4597.561487,3003.598665,130440.7054,53776.33937,6556538.608,74884.93804,0,319559.7712,148126.8827,1832.647283,22463.54623,617.7283127,900331.2679,6743.65205,158.6443279,48421.96378,2531.2898,438445.2812,455154.7188,2112743.565,256576644.4,20801.10582,382.7800763,1682.189704,0,0,69930,1860.396568,0,1067.352717,17491.76358,21145.30029,14624.69018,718.6594852,18271.25834,10456.41563,367281.6969,0,4119554.814,1155.78837,138428.98,0,102555.2908,580.3913251,224.7200191,532912.3928,82937.99809,16665.54814,3220.989514,320.8370829,0,213.5219256,177778.1697,37722.66921,2039177.312,44.77188751,898203.8132,28575.70067,283301620.6,26813.09819,28763.23165,5207657.769,20953.83222,3602.86654,0,2108.49857,37.55953289,61047.39752,374.6992374,4804.946616,17413.27931,343185.8913,665570.0667,32796.75882,0,517912.2974,66.18416587,73344.81411,6622.655863,27700.97235,10918.09342,213961.4871,630198.7607,4082.614871,125838.5129,627.3483317,548550.429,423919.2564,236764.633,199715.5386,38844.46139,72.10480458,1259188.751,0,10780.30505,0,15406.29171,3321.598665,5685889.418,292808.8656,256320.7817,11815.66254,807561.1058,0,122667.3022,204433.0791,27.70094376,16580.13346,1595478.551,363764.919
Kessler,42552,SONU,leaves,5W,5,W,22,5,Kessler.SONU.leaves.5.W,13669.99049,33626.43536,2727296.578,3376464.829,2211.661597,2530.592205,35059.60076,77619.01141,5966221.483,254983.0798,133.0059886,191028.1369,315574.9049,140.2367871,66062.50951,8955.302281,1049275.665,1569.73289,562.5897338,48460.20913,3891.455323,153452.7567,152869.3916,2720552.281,65990057.03,15938.52662,0,23.63746198,0,43.23072243,160716.0646,4544.761407,0,6782.411597,86078.59316,74405.77947,36242.88023,1338.806084,25349.73384,5098.494297,1032014.259,0,2211804.183,3484.660646,231241.8251,579.7698669,167320.7224,435.0144487,100.3218631,1200115.019,19398.3365,5953.315589,18127.86122,4074.231939,0,316.8939163,62707.13878,32830.55133,619096.0076,26.25711027,1048124.525,56821.08365,58930152.09,40670.57034,93158.89734,7335610.266,3435.812738,463.293346,0,828.7277567,0,12900.84601,1096.771863,15562.15779,2244.175856,130313.5932,655272.0532,21815.36122,36.2670057,567308.4601,0,10220.47529,3469.576996,50358.46008,9162.980038,127230.6084,76016.08365,402.136597,17203.61217,57.78147338,248173.384,150005.8935,774734.0304,0,0,258.2689163,203298.8593,0,3227.278517,0,71059.12548,3330.31654,13349990.49,161093.4411,261511.9772,9965.712928,766178.2319,0,92793.29848,61148.84981,0,8494.280418,319985.8365,85077.8327
Kessler,42552,SONU,leaves,6C,6,C,23,6,Kessler.SONU.leaves.6.C,15744.10546,38845.09416,4524402.072,3821078.154,41162.29755,2567.10452,72388.33333,161697.2693,11006035.78,405816.5725,76.12046139,200414.0301,382322.693,0,46023.93597,285532.4859,2069878.531,3975.578154,525.0048023,58436.00753,6403.295669,422312.3352,212834.9341,9812401.13,100083333.3,29238.61582,0,26.50336158,0,105.8067797,211578.0603,5602.220339,0,11645.20716,108636.7232,86073.72881,36909.28437,1657.183616,22348.41808,3522.799435,1463631.827,0,3258112.994,3579.469868,326660.9228,1078.649718,291395.4802,1015.769303,45.24163842,1818344.633,48965.4049,11141.0452,21765.78154,11693.09793,0,527.1833333,51684.0113,18079.73635,2117526.365,0,2067333.333,46239.29379,81623041.43,60142.54237,129393.032,19946986.82,9048.902072,430.6771186,0,2740.578154,0,13961.21469,2211.943503,18055.71563,7955.327684,380881.5443,1043937.853,22368.04143,148.0880414,1666454.802,0,16304.49153,3910.148776,38395.44256,69794.74576,401026.0829,276256.968,450.4349341,50833.3145,236.1061205,504455.6497,252174.2938,1153311.676,97333.52166,0,1163.715631,477500,0,5793.66855,0,82726.03578,6097.894539,17184190.21,493798.6817,526694.5386,9013.324859,1444920.904,0,133829.0019,68548.61582,0,4895.372881,682120.5273,319716.5725
Kessler,42552,SONU,leaves,6W,6,W,24,6,Kessler.SONU.leaves.6.W,24567.26919,37191.48688,4074027.211,1208051.506,36576.55977,3505.660836,88677.36638,220089.5044,19399426.63,399152.5753,320.4983479,106730.8066,428090.4762,106.4420797,30229.07677,78876.30709,2904045.675,9078.55102,561.396793,65347.46356,24863.51798,249287.2692,189234.3052,6884414.966,316974829.9,40625.05345,0,139.7658892,0,0,310926.8222,7415.329446,0,13101.78814,66384.74247,75779.2517,32914.55782,2398.999028,17219.63071,4795.704568,1963196.307,0,7412810.496,9507.219631,497136.0544,1074.081633,409437.5121,540.2107872,54.91368319,1769418.853,52156.21963,125583.8678,19947.91059,29568.47425,0,2815.793003,51825.73372,5887.814383,4976137.998,82.15805637,2901045.675,36479.66958,185747424.7,107720.5053,108573.0807,19182983.48,16504.5967,5346.165209,0,2576.169096,0,3749.543246,1075.531584,18637.10398,19560.60253,1350237.123,2865034.014,76836.46259,91.941069,2234565.598,0,17553.69291,6022.485909,81234.61613,75476.55005,1034850.34,715775.9961,762.395724,73259.12536,182.4166181,397231.6812,619437.7065,1111005.831,421191.6424,0,74.62814383,1153479.106,0,6078.060253,0,72948.76579,8345.301263,33497657.92,1541333.333,1026945.578,7800.736638,2025381.924,0,144172.8863,337398.4451,0,10602.59475,1550758.017,439400.9718
RMBL,42583,ACLE,leaves,1,1,C,25,1,RMBL.ACLE.leaves.1.C,22792.8023,1264.620921,381188.0998,149228.5029,784.0909789,8719.87428,65989.53935,81539.63532,15284309.02,105511.9962,29120.70058,185432.7255,157672.6488,163711.0365,12345.08637,1312.795585,1665255.278,2402.148752,31.25269674,214368.714,107829.8464,502340.595,4189063.34,4172982.726,149141170.8,2353.289827,35.23985605,693.8846449,0,37.55254319,202347.9846,5117.203455,0,0,12504.98081,7447.642035,253059.5969,4199.257198,0,33385.35509,1047416.507,0,5654863.724,104384.261,160416.3148,20.12273512,193425.7198,1120.963532,145.887524,1916422.265,27018.39731,13518.18618,13485.10557,956.7847409,1342.637236,0,206343.2821,366525.4319,669383.6852,4337.857965,1661914.587,73081.8618,499809980.8,61432.8215,30639.81766,818136.1804,45611.17083,57345.37428,206.7740883,0,3640.823417,160811.1324,30130.44146,20904.51056,11510.90211,215286.0845,917304.6065,11323.88676,0,281294.6257,5215.272553,38631.96737,1238.735125,519767.7543,87797.8215,291167.2745,908894.3378,2124.924184,233023.3205,87.70675624,158906.6219,1760433.781,1418880.038,445437.0441,52723.08061,1262.348369,887686.5643,0,4793.067179,0,9913.867562,4624.680422,6125113.244,363135.5086,770205.8541,11045.47025,872937.428,0,249350.9597,96817.1785,0,4619.008637,392507.8695,715507.2937
RMBL,42583,ACLE,leaves,2,2,W,26,1,RMBL.ACLE.leaves.2.W,238083.2016,2009.476285,1286332.016,1120055.336,6264.278656,56580.03953,132571.7391,1135911.067,102510079.1,308924.7036,331800.5929,98.60863636,382260.4743,22795.31621,39544.56522,0,19462776.68,15185.37549,845.6642292,133105.7312,976112.0553,313917.4901,31912.54941,23580879.45,1039025692,2808.637352,0,2851.22332,0,0,1134194.664,19432.06522,0,1774.194664,48873.3004,752.8644269,536758.9921,7815.420949,0,9235.272727,1952320.158,1460.530632,26103754.94,1183217.391,702266.4032,0,531725.8893,0,0,4483809.289,165390.0198,238731.5217,24169.32806,14981.66996,13402.20356,88.33146245,731251.2846,646081.6206,1364338.933,0,19419417,53545.29644,4028874506,706467.3913,136310.8696,51217450.59,473941.6008,515798.3202,995.6235178,0,713.6961462,2324.389328,13996.61067,14047.31225,93691.44269,1494561.265,4989126.482,221871.7391,276.5648221,1623205.534,13554.28854,1718.986166,68411.74901,3356924.901,1032179.842,920322.5296,9387498.024,3162.044466,592234.3874,404.0728261,722108.498,13648092.89,1904797.431,2679676.877,63888.75494,5381.51087,7452233.202,0,18623.27075,0,5090.506917,27147.64822,10773221.34,2022612.648,6562187.747,68423.14229,4717850.791,0,989113.6364,1121400.198,49.93610672,16981.87747,589211.2648,1203632.411
RMBL,42583,ACLE,leaves,3,3,C,27,3,RMBL.ACLE.leaves.3.C,47756.76136,6054.368371,540878.2197,36465.7197,1891.321023,4052.214015,111638.2576,797291.4773,41767907.2,739015.5303,220108.2386,117602.3674,400692.1402,144669.4129,122240.5303,3530.985795,8586635.417,2724.148674,242.1698864,291867.9924,237856.1553,496946.6856,3115156.25,11617187.5,173956534.1,11848.20076,86.27510417,407.828125,269.8653409,2997.905303,811516.2879,20868.99621,0,7391.528409,60807.77462,41637.19697,581177.7462,12950.07576,0,15143.57955,3789707.386,81.14773674,8522078.598,413652.8409,749216.4773,4009.778409,604175,374.7757576,626.0625947,8022918.561,56823.66477,2030.320076,55743.99621,23088.8447,2157.350379,0,316598.5795,567500,415685.6061,23836.85606,8573994.318,172742.9924,286398674.2,268144.5076,264408.0492,4306027.462,63041.07955,230424.7159,592.4440341,0,1198.274621,99703.2197,77177.70833,78986.49621,9559.36553,1068551.136,4404237.689,6924.682765,611.7898674,434207.197,213.7113636,380.6107008,18868.4375,1015179.924,378490.7197,464015.5303,450330.1136,1069.013258,67835.13258,145.9050189,118712.3106,2986714.015,4165364.583,521707.6705,92.39554924,5288.372159,648275.5682,0,10596.51515,0,36079.30871,21201.74242,17148503.79,567365.3409,3790735.795,22531.66667,3064461.174,0,377451.6098,143029.6402,41.9917803,18038.63636,384643.4659,552367.2348
RMBL,42583,ACLE,leaves,4,4,W,28,3,RMBL.ACLE.leaves.4.W,52102.04415,19754.76008,773887.62,43702.70633,1052.571977,6613.012476,109942.7063,536758.3493,40312408.83,697186.4683,286180.7102,80183.22457,261447.3129,35287.12092,56052.78311,6360.792706,5161897.313,2153.151631,5568.440499,147100.2879,154636.2764,721810.5566,859986.7562,11028714.01,154014299.4,10262.09213,0,104.781094,2203.710173,3654.21785,467072.4568,13851.42035,453.3105566,3638.871401,33147.63916,17167.84069,400713.8196,14404.00192,0,8485.882917,2313232.246,109.8229367,6291030.71,293787.0441,470447.025,5731.267754,664366.7946,289.1151631,377.743858,4310000,47548.82917,185468.5221,61665.2975,22091.05566,1716.21785,250.9817658,105647.4088,479818.618,327876.6795,2584.288868,5156394.434,147767.1785,139282053.7,207399.5202,179355.2783,10543253.36,31668.4357,114311.9002,106.9902111,0,569.334261,74744.74088,31100.17274,53969.65451,5277.398273,440072.2649,3397357.965,1398978.887,48.93720729,150083.3973,53.23140115,284.9418426,18653.04223,1659823.417,459636.9482,681744.1459,366431.7658,499.490691,45539.55854,0,67299.48177,1807435.701,5525209.213,420186.2764,0,1076.952015,376429.6545,0,22617.1881,0,37001.63148,20743.40691,27757284.07,784364.6833,1841738.004,26553.62764,1863149.712,0,184158.6372,74421.04607,18.985,16046.79463,176646.6411,760165.643
RMBL,42583,ACLE,leaves,5,5,C,29,5,RMBL.ACLE.leaves.5.C,40705.71156,7358.64852,230604.2025,70772.35912,77.47612225,4363.327603,65830.97421,679233.8109,54446532.95,715505.0621,424325.1194,88219.532,313068.8634,22163.10411,127948.3286,1842.162369,5671433.62,1421.420248,255.1975167,193269.15,166135.0525,155524.5463,966999.0449,13091155.68,159748137.5,15360.50621,0,36.60029608,0,5140.139446,603174.6896,17354.09742,0,2683.970392,35406.1127,16658.29035,446125.5014,14972.6361,0,17709.27412,1157487.106,141.8885387,9446360.076,289897.1347,587588.1566,2699.7851,419024.8329,782.4549188,544.5599809,1648713.467,43098.29035,35021.92932,21437.56447,13287.94651,1277.064947,0,228474.9761,291102.8653,265098.1853,4192.65234,5664301.815,160269.6275,201998853.9,219482.3305,201787.9656,5063546.323,32422.78892,138594.9379,234.295893,0,323.7374403,1128.618911,33679.1404,66315.98854,4699.581662,467694.6514,3316905.444,52842.70296,206.0212034,140654.6323,0,1617.281757,13730.16237,775797.9943,590000.4776,304221.9675,220124.3553,765.2471824,63496.49475,72.7017574,66416.00764,1822196.753,3048306.59,492100.9551,0,6854.598854,231511.7479,0,4332.019102,0,28722.23496,21378.51958,24116255.97,426938.9685,2176757.402,13097.86055,2309533.906,0,218702.6743,75658.15664,16.150468,13890.69723,197619.5798,285564.2789
